g_id,home_team,away_team,home_final_score,away_final_score,date,umpire_HP,umpire_1B,umpire_2B,umpire_3B,start_time,venue_name,weather,wind,elapsed_time,attendance
201900313.0,tex,hou,11.0,10.0,2019-04-21,,,,,,Globe Life Park in Arlington,,,,
201900314.0,nya,kca,7.0,6.0,2019-04-21,,,,,,Yankee Stadium,,,,
201900315.0,mil,lan,5.0,6.0,2019-04-21,,,,,,Miller Park,,,,
201900316.0,bal,min,3.0,4.0,2019-04-21,,,,,,Oriole Park at Camden Yards,,,,
201900317.0,sln,nyn,6.0,4.0,2019-04-21,,,,,,Busch Stadium,,,,
201900318.0,col,phi,4.0,1.0,2019-04-21,,,,,,Coors Field,,,,
201900319.0,ana,sea,8.0,6.0,2019-04-21,,,,,,Angel Stadium,,,,
201900320.0,pit,sfn,2.0,3.0,2019-04-21,,,,,,PNC Park,,,,
201900321.0,oak,tor,4.0,5.0,2019-04-21,,,,,,Oakland Coliseum,,,,
201900322.0,mia,was,0.0,5.0,2019-04-21,,,,,,Marlins Park,,,,
201900323.0,pit,ari,4.0,12.0,2019-04-22,,,,,,PNC Park,,,,
201900324.0,bal,cha,2.0,12.0,2019-04-22,,,,,,Oriole Park at Camden Yards,,,,
201900325.0,tba,kca,6.0,3.0,2019-04-22,,,,,,Tropicana Field,,,,
201900326.0,sln,mil,13.0,5.0,2019-04-22,,,,,,Busch Stadium,,,,
201900327.0,hou,min,5.0,9.0,2019-04-22,,,,,,Minute Maid Park,,,,
201900328.0,ana,nya,3.0,4.0,2019-04-22,,,,,,Angel Stadium,,,,
201900329.0,nyn,phi,5.0,1.0,2019-04-22,,,,,,Citi Field,,,,
201900330.0,oak,tex,6.0,1.0,2019-04-22,,,,,,Oakland Coliseum,,,,
201900331.0,col,was,7.0,5.0,2019-04-22,,,,,,Coors Field,,,,
201900332.0,pit,ari,1.0,2.0,2019-04-23,,,,,,PNC Park,,,,
201900333.0,cin,atl,7.0,6.0,2019-04-23,,,,,,Great American Ball Park,,,,
201900334.0,bal,cha,9.0,1.0,2019-04-23,,,,,,Oriole Park at Camden Yards,,,,
201900335.0,bos,det,4.0,7.0,2019-04-23,,,,,,Fenway Park,,,,
201900336.0,bos,det,2.0,4.0,2019-04-23,,,,,,Fenway Park,,,,
201900337.0,tba,kca,5.0,2.0,2019-04-23,,,,,,Tropicana Field,,,,
201900338.0,chn,lan,7.0,2.0,2019-04-23,,,,,,Wrigley Field,,,,
201900339.0,cle,mia,1.0,3.0,2019-04-23,,,,,,Progressive Field,,,,
201900340.0,sln,mil,4.0,3.0,2019-04-23,,,,,,Busch Stadium,,,,
201900341.0,hou,min,10.0,4.0,2019-04-23,,,,,,Minute Maid Park,,,,
201900342.0,ana,nya,5.0,7.0,2019-04-23,,,,,,Angel Stadium,,,,
201900343.0,nyn,phi,9.0,0.0,2019-04-23,,,,,,Citi Field,,,,
201900344.0,sdn,sea,6.0,3.0,2019-04-23,,,,,,Petco Park,,,,
201900345.0,tor,sfn,6.0,7.0,2019-04-23,,,,,,Rogers Centre,,,,
201900346.0,oak,tex,11.0,5.0,2019-04-23,,,,,,Oakland Coliseum,,,,
201900347.0,col,was,3.0,6.0,2019-04-23,,,,,,Coors Field,,,,
201900348.0,pit,ari,2.0,11.0,2019-04-24,,,,,,PNC Park,,,,
201900349.0,cin,atl,1.0,3.0,2019-04-24,,,,,,Great American Ball Park,,,,
201900350.0,bal,cha,4.0,3.0,2019-04-24,,,,,,Oriole Park at Camden Yards,,,,
201900351.0,bos,det,11.0,4.0,2019-04-24,,,,,,Fenway Park,,,,
201900352.0,tba,kca,2.0,10.0,2019-04-24,,,,,,Tropicana Field,,,,
201900353.0,chn,lan,7.0,6.0,2019-04-24,,,,,,Wrigley Field,,,,
201900354.0,cle,mia,6.0,2.0,2019-04-24,,,,,,Progressive Field,,,,
201900355.0,sln,mil,5.0,2.0,2019-04-24,,,,,,Busch Stadium,,,,
201900356.0,hou,min,7.0,1.0,2019-04-24,,,,,,Minute Maid Park,,,,
201900357.0,ana,nya,5.0,6.0,2019-04-24,,,,,,Angel Stadium,,,,
201900358.0,nyn,phi,0.0,6.0,2019-04-24,,,,,,Citi Field,,,,
201900359.0,sdn,sea,1.0,0.0,2019-04-24,,,,,,Petco Park,,,,
201900360.0,tor,sfn,0.0,4.0,2019-04-24,,,,,,Rogers Centre,,,,
201900361.0,oak,tex,6.0,5.0,2019-04-24,,,,,,Oakland Coliseum,,,,
201900362.0,col,was,9.0,5.0,2019-04-24,,,,,,Coors Field,,,,
201900363.0,pit,ari,0.0,5.0,2019-04-25,,,,,,PNC Park,,,,
201900364.0,cin,atl,4.0,2.0,2019-04-25,,,,,,Great American Ball Park,,,,
201900365.0,hou,cle,1.0,2.0,2019-04-25,,,,,,Minute Maid Park,,,,
201900366.0,bos,det,7.0,3.0,2019-04-25,,,,,,Fenway Park,,,,
201900367.0,chn,lan,1.0,2.0,2019-04-25,,,,,,Wrigley Field,,,,
201900368.0,phi,mia,1.0,3.0,2019-04-25,,,,,,Citizens Bank Park,,,,
201900369.0,ana,nya,11.0,5.0,2019-04-25,,,,,,Angel Stadium,,,,
201900370.0,sea,tex,14.0,2.0,2019-04-25,,,,,,T-Mobile Park,,,,
201900371.0,kca,ana,1.0,5.0,2019-04-26,,,,,,Kauffman Stadium,,,,
201900372.0,min,bal,6.0,1.0,2019-04-26,,,,,,Target Field,,,,
201900373.0,ari,chn,8.0,3.0,2019-04-26,,,,,,Chase Field,,,,
201900374.0,sln,cin,1.0,12.0,2019-04-26,,,,,,Busch Stadium,,,,
201900375.0,hou,cle,3.0,6.0,2019-04-26,,,,,,Minute Maid Park,,,,
201900376.0,atl,col,4.0,8.0,2019-04-26,,,,,,SunTrust Park,,,,
201900377.0,cha,det,12.0,11.0,2019-04-26,,,,,,Guaranteed Rate Field,,,,
201900378.0,phi,mia,4.0,0.0,2019-04-26,,,,,,Citizens Bank Park,,,,
201900379.0,nyn,mil,2.0,10.0,2019-04-26,,,,,,Citi Field,,,,
201900380.0,sfn,nya,3.0,7.0,2019-04-26,,,,,,Oracle Park,,,,
201900381.0,tor,oak,4.0,2.0,2019-04-26,,,,,,Rogers Centre,,,,
201900382.0,lan,pit,6.0,2.0,2019-04-26,,,,,,Dodger Stadium,,,,
201900383.0,was,sdn,3.0,4.0,2019-04-26,,,,,,Nationals Park,,,,
201900384.0,sea,tex,5.0,4.0,2019-04-26,,,,,,T-Mobile Park,,,,
201900385.0,kca,ana,9.0,4.0,2019-04-27,,,,,,Kauffman Stadium,,,,
201900386.0,min,bal,9.0,2.0,2019-04-27,,,,,,Target Field,,,,
201900387.0,ari,chn,1.0,9.0,2019-04-27,,,,,,Chase Field,,,,
201900388.0,sln,cin,6.0,3.0,2019-04-27,,,,,,Busch Stadium,,,,
201900389.0,hou,cle,4.0,3.0,2019-04-27,,,,,,Minute Maid Park,,,,
201900390.0,atl,col,5.0,9.0,2019-04-27,,,,,,SunTrust Park,,,,
201900391.0,phi,mia,12.0,9.0,2019-04-27,,,,,,Citizens Bank Park,,,,
201900392.0,nyn,mil,6.0,8.0,2019-04-27,,,,,,Citi Field,,,,
201900393.0,sfn,nya,4.0,6.0,2019-04-27,,,,,,Oracle Park,,,,
201900394.0,tor,oak,7.0,1.0,2019-04-27,,,,,,Rogers Centre,,,,
201900395.0,lan,pit,3.0,1.0,2019-04-27,,,,,,Dodger Stadium,,,,
201900396.0,was,sdn,3.0,8.0,2019-04-27,,,,,,Nationals Park,,,,
201900397.0,bos,tba,1.0,2.0,2019-04-27,,,,,,Fenway Park,,,,
201900398.0,sea,tex,1.0,15.0,2019-04-27,,,,,,T-Mobile Park,,,,
201900399.0,kca,ana,3.0,7.0,2019-04-28,,,,,,Kauffman Stadium,,,,
201900400.0,min,bal,4.0,1.0,2019-04-28,,,,,,Target Field,,,,
201900401.0,ari,chn,5.0,6.0,2019-04-28,,,,,,Chase Field,,,,
201900402.0,sln,cin,5.0,2.0,2019-04-28,,,,,,Busch Stadium,,,,
201900403.0,hou,cle,4.0,1.0,2019-04-28,,,,,,Minute Maid Park,,,,
201900404.0,atl,col,8.0,7.0,2019-04-28,,,,,,SunTrust Park,,,,
201900405.0,cha,det,4.0,1.0,2019-04-28,,,,,,Guaranteed Rate Field,,,,
201900406.0,phi,mia,5.0,1.0,2019-04-28,,,,,,Citizens Bank Park,,,,
201900407.0,nyn,mil,5.0,2.0,2019-04-28,,,,,,Citi Field,,,,
201900408.0,sfn,nya,5.0,11.0,2019-04-28,,,,,,Oracle Park,,,,
201900409.0,tor,oak,5.0,4.0,2019-04-28,,,,,,Rogers Centre,,,,
201900410.0,lan,pit,7.0,6.0,2019-04-28,,,,,,Dodger Stadium,,,,
201900411.0,was,sdn,7.0,6.0,2019-04-28,,,,,,Nationals Park,,,,
201900412.0,bos,tba,2.0,5.0,2019-04-28,,,,,,Fenway Park,,,,
201900413.0,sea,tex,1.0,14.0,2019-04-28,,,,,,T-Mobile Park,,,,
201900414.0,cha,bal,5.0,3.0,2019-04-29,,,,,,Guaranteed Rate Field,,,,
201900415.0,nyn,cin,4.0,5.0,2019-04-29,,,,,,Citi Field,,,,
201900416.0,mil,col,5.0,1.0,2019-04-29,,,,,,Miller Park,,,,
201900417.0,min,hou,1.0,0.0,2019-04-29,,,,,,Target Field,,,,
201900418.0,sfn,lan,3.0,2.0,2019-04-29,,,,,,Oracle Park,,,,
201900419.0,bos,oak,9.0,4.0,2019-04-29,,,,,,Fenway Park,,,,
201900420.0,atl,sdn,3.0,1.0,2019-04-29,,,,,,SunTrust Park,,,,
201900421.0,was,sln,3.0,6.0,2019-04-29,,,,,,Nationals Park,,,,
201900422.0,kca,tba,5.0,8.0,2019-04-29,,,,,,Kauffman Stadium,,,,
201900423.0,sea,chn,5.0,6.0,2019-04-30,,,,,,T-Mobile Park,,,,
201900424.0,nyn,cin,4.0,3.0,2019-04-30,,,,,,Citi Field,,,,
201900425.0,mia,cle,4.0,7.0,2019-04-30,,,,,,Marlins Park,,,,
201900426.0,mil,col,4.0,3.0,2019-04-30,,,,,,Miller Park,,,,
201900427.0,phi,det,1.0,3.0,2019-04-30,,,,,,Citizens Bank Park,,,,
201900428.0,min,hou,0.0,11.0,2019-04-30,,,,,,Target Field,,,,
201900429.0,sfn,lan,3.0,10.0,2019-04-30,,,,,,Oracle Park,,,,
201900430.0,ari,nya,3.0,1.0,2019-04-30,,,,,,Chase Field,,,,
201900431.0,bos,oak,5.0,1.0,2019-04-30,,,,,,Fenway Park,,,,
201900432.0,tex,pit,4.0,6.0,2019-04-30,,,,,,Globe Life Park in Arlington,,,,
201900433.0,atl,sdn,3.0,4.0,2019-04-30,,,,,,SunTrust Park,,,,
201900434.0,was,sln,2.0,3.0,2019-04-30,,,,,,Nationals Park,,,,
201900435.0,ana,tor,4.0,3.0,2019-04-30,,,,,,Angel Stadium,,,,
201900436.0,cha,bal,4.0,5.0,2019-05-01,,,,,,Guaranteed Rate Field,,,,
201900437.0,cha,bal,7.0,6.0,2019-05-01,,,,,,Guaranteed Rate Field,,,,
201900438.0,sea,chn,0.0,11.0,2019-05-01,,,,,,T-Mobile Park,,,,
201900439.0,nyn,cin,0.0,1.0,2019-05-01,,,,,,Citi Field,,,,
201900440.0,mia,cle,4.0,2.0,2019-05-01,,,,,,Marlins Park,,,,
201900441.0,mil,col,4.0,11.0,2019-05-01,,,,,,Miller Park,,,,
201900442.0,phi,det,7.0,3.0,2019-05-01,,,,,,Citizens Bank Park,,,,
201900443.0,min,hou,6.0,2.0,2019-05-01,,,,,,Target Field,,,,
201900444.0,sfn,lan,2.0,1.0,2019-05-01,,,,,,Oracle Park,,,,
201900445.0,ari,nya,3.0,2.0,2019-05-01,,,,,,Chase Field,,,,
201900446.0,bos,oak,7.0,3.0,2019-05-01,,,,,,Fenway Park,,,,
201900447.0,tex,pit,5.0,7.0,2019-05-01,,,,,,Globe Life Park in Arlington,,,,
201900448.0,atl,sdn,5.0,1.0,2019-05-01,,,,,,SunTrust Park,,,,
201900449.0,was,sln,1.0,5.0,2019-05-01,,,,,,Nationals Park,,,,
201900450.0,kca,tba,3.0,2.0,2019-05-01,,,,,,Kauffman Stadium,,,,
201900451.0,kca,tba,8.0,2.0,2019-05-01,,,,,,Kauffman Stadium,,,,
201900452.0,ana,tor,6.0,3.0,2019-05-01,,,,,,Angel Stadium,,,,
201900453.0,cha,bos,6.0,4.0,2019-05-02,,,,,,Guaranteed Rate Field,,,,
201900454.0,nyn,cin,1.0,0.0,2019-05-02,,,,,,Citi Field,,,,
201900455.0,mil,col,6.0,11.0,2019-05-02,,,,,,Miller Park,,,,
201900456.0,min,hou,8.0,2.0,2019-05-02,,,,,,Target Field,,,,
201900457.0,atl,sdn,2.0,11.0,2019-05-02,,,,,,SunTrust Park,,,,
201900458.0,was,sln,2.0,1.0,2019-05-02,,,,,,Nationals Park,,,,
201900459.0,kca,tba,1.0,3.0,2019-05-02,,,,,,Kauffman Stadium,,,,
201900460.0,ana,tor,6.0,2.0,2019-05-02,,,,,,Angel Stadium,,,,
201900461.0,col,ari,9.0,10.0,2019-05-03,,,,,,Coors Field,,,,
201900462.0,mia,atl,2.0,7.0,2019-05-03,,,,,,Marlins Park,,,,
201900463.0,cha,bos,1.0,6.0,2019-05-03,,,,,,Guaranteed Rate Field,,,,
201900464.0,det,kca,4.0,3.0,2019-05-03,,,,,,Comerica Park,,,,
201900465.0,sdn,lan,3.0,4.0,2019-05-03,,,,,,Petco Park,,,,
201900466.0,nya,min,6.0,3.0,2019-05-03,,,,,,Yankee Stadium,,,,
201900467.0,mil,nyn,3.0,1.0,2019-05-03,,,,,,Miller Park,,,,
201900468.0,pit,oak,1.0,14.0,2019-05-03,,,,,,PNC Park,,,,
201900469.0,cle,sea,2.0,1.0,2019-05-03,,,,,,Progressive Field,,,,
201900470.0,cin,sfn,11.0,12.0,2019-05-03,,,,,,Great American Ball Park,,,,
201900471.0,chn,sln,4.0,0.0,2019-05-03,,,,,,Wrigley Field,,,,
201900472.0,bal,tba,0.0,7.0,2019-05-03,,,,,,Oriole Park at Camden Yards,,,,
201900473.0,tex,tor,0.0,1.0,2019-05-03,,,,,,Globe Life Park in Arlington,,,,
201900474.0,phi,was,4.0,2.0,2019-05-03,,,,,,Citizens Bank Park,,,,
201900475.0,col,ari,2.0,9.0,2019-05-04,,,,,,Coors Field,,,,
201900476.0,mia,atl,2.0,9.0,2019-05-04,,,,,,Marlins Park,,,,
201900477.0,cha,bos,2.0,15.0,2019-05-04,,,,,,Guaranteed Rate Field,,,,
201900478.0,ana,hou,2.0,14.0,2019-05-04,,,,,,Estadio de Beisbol Monterrey,,,,
201900479.0,det,kca,3.0,15.0,2019-05-04,,,,,,Comerica Park,,,,
201900480.0,sdn,lan,6.0,7.0,2019-05-04,,,,,,Petco Park,,,,
201900481.0,nya,min,3.0,7.0,2019-05-04,,,,,,Yankee Stadium,,,,
201900482.0,mil,nyn,4.0,3.0,2019-05-04,,,,,,Miller Park,,,,
201900483.0,pit,oak,6.0,4.0,2019-05-04,,,,,,PNC Park,,,,
201900484.0,cle,sea,5.0,4.0,2019-05-04,,,,,,Progressive Field,,,,
201900485.0,cin,sfn,9.0,2.0,2019-05-04,,,,,,Great American Ball Park,,,,
201900486.0,chn,sln,6.0,5.0,2019-05-04,,,,,,Wrigley Field,,,,
201900487.0,bal,tba,3.0,0.0,2019-05-04,,,,,,Oriole Park at Camden Yards,,,,
201900488.0,tex,tor,8.0,5.0,2019-05-04,,,,,,Globe Life Park in Arlington,,,,
201900489.0,phi,was,8.0,10.0,2019-05-04,,,,,,Citizens Bank Park,,,,
201900490.0,col,ari,8.0,7.0,2019-05-05,,,,,,Coors Field,,,,
201900491.0,mia,atl,1.0,3.0,2019-05-05,,,,,,Marlins Park,,,,
201900492.0,cha,bos,2.0,9.0,2019-05-05,,,,,,Guaranteed Rate Field,,,,
201900493.0,ana,hou,4.0,10.0,2019-05-05,,,,,,Estadio de Beisbol Monterrey,,,,
201900494.0,det,kca,5.0,2.0,2019-05-05,,,,,,Comerica Park,,,,
201900495.0,sdn,lan,8.0,5.0,2019-05-05,,,,,,Petco Park,,,,
201900496.0,nya,min,4.0,1.0,2019-05-05,,,,,,Yankee Stadium,,,,
201900497.0,mil,nyn,3.0,2.0,2019-05-05,,,,,,Miller Park,,,,
201900498.0,pit,oak,5.0,3.0,2019-05-05,,,,,,PNC Park,,,,
201900499.0,cle,sea,0.0,10.0,2019-05-05,,,,,,Progressive Field,,,,
201900500.0,cin,sfn,5.0,6.0,2019-05-05,,,,,,Great American Ball Park,,,,
201900501.0,chn,sln,13.0,5.0,2019-05-05,,,,,,Wrigley Field,,,,
201900502.0,tex,tor,10.0,2.0,2019-05-05,,,,,,Globe Life Park in Arlington,,,,
201900503.0,phi,was,7.0,1.0,2019-05-05,,,,,,Citizens Bank Park,,,,
201900504.0,tba,ari,12.0,1.0,2019-05-06,,,,,,Tropicana Field,,,,
201900505.0,lan,atl,5.0,3.0,2019-05-06,,,,,,Dodger Stadium,,,,
201900506.0,bal,bos,4.0,1.0,2019-05-06,,,,,,Oriole Park at Camden Yards,,,,
201900507.0,cle,cha,1.0,9.0,2019-05-06,,,,,,Progressive Field,,,,
201900508.0,hou,kca,6.0,4.0,2019-05-06,,,,,,Minute Maid Park,,,,
201900509.0,chn,mia,5.0,6.0,2019-05-06,,,,,,Wrigley Field,,,,
201900510.0,tor,min,0.0,8.0,2019-05-06,,,,,,Rogers Centre,,,,
201900511.0,sdn,nyn,4.0,0.0,2019-05-06,,,,,,Petco Park,,,,
201900512.0,sln,phi,6.0,0.0,2019-05-06,,,,,,Busch Stadium,,,,
201900513.0,nya,sea,7.0,3.0,2019-05-06,,,,,,Yankee Stadium,,,,
201900514.0,cin,sfn,12.0,4.0,2019-05-06,,,,,,Great American Ball Park,,,,
201900515.0,mil,was,5.0,3.0,2019-05-06,,,,,,Miller Park,,,,
201900516.0,det,ana,2.0,5.0,2019-05-07,,,,,,Comerica Park,,,,
201900517.0,tba,ari,6.0,3.0,2019-05-07,,,,,,Tropicana Field,,,,
201900518.0,lan,atl,9.0,0.0,2019-05-07,,,,,,Dodger Stadium,,,,
201900519.0,bal,bos,5.0,8.0,2019-05-07,,,,,,Oriole Park at Camden Yards,,,,
201900520.0,cle,cha,0.0,2.0,2019-05-07,,,,,,Progressive Field,,,,
201900521.0,oak,cin,2.0,0.0,2019-05-07,,,,,,Oakland Coliseum,,,,
201900522.0,hou,kca,2.0,12.0,2019-05-07,,,,,,Minute Maid Park,,,,
201900523.0,chn,mia,5.0,2.0,2019-05-07,,,,,,Wrigley Field,,,,
201900524.0,tor,min,0.0,3.0,2019-05-07,,,,,,Rogers Centre,,,,
201900525.0,sdn,nyn,6.0,7.0,2019-05-07,,,,,,Petco Park,,,,
201900526.0,sln,phi,1.0,11.0,2019-05-07,,,,,,Busch Stadium,,,,
201900527.0,nya,sea,5.0,4.0,2019-05-07,,,,,,Yankee Stadium,,,,
201900528.0,col,sfn,4.0,14.0,2019-05-07,,,,,,Coors Field,,,,
201900529.0,pit,tex,5.0,4.0,2019-05-07,,,,,,PNC Park,,,,
201900530.0,mil,was,6.0,0.0,2019-05-07,,,,,,Miller Park,,,,
201900531.0,det,ana,10.0,3.0,2019-05-08,,,,,,Comerica Park,,,,
201900532.0,tba,ari,2.0,3.0,2019-05-08,,,,,,Tropicana Field,,,,
201900533.0,lan,atl,9.0,4.0,2019-05-08,,,,,,Dodger Stadium,,,,
201900534.0,bal,bos,1.0,2.0,2019-05-08,,,,,,Oriole Park at Camden Yards,,,,
201900535.0,cle,cha,5.0,3.0,2019-05-08,,,,,,Progressive Field,,,,
201900536.0,oak,cin,5.0,4.0,2019-05-08,,,,,,Oakland Coliseum,,,,
201900537.0,hou,kca,9.0,0.0,2019-05-08,,,,,,Minute Maid Park,,,,
201900538.0,chn,mia,3.0,2.0,2019-05-08,,,,,,Wrigley Field,,,,
201900539.0,tor,min,1.0,9.0,2019-05-08,,,,,,Rogers Centre,,,,
201900540.0,sdn,nyn,3.0,2.0,2019-05-08,,,,,,Petco Park,,,,
201900541.0,sln,phi,0.0,5.0,2019-05-08,,,,,,Busch Stadium,,,,
201900542.0,nya,sea,1.0,10.0,2019-05-08,,,,,,Yankee Stadium,,,,
201900543.0,pit,tex,6.0,9.0,2019-05-08,,,,,,PNC Park,,,,
201900544.0,mil,was,7.0,3.0,2019-05-08,,,,,,Miller Park,,,,
201900545.0,det,ana,0.0,13.0,2019-05-09,,,,,,Comerica Park,,,,
201900546.0,ari,atl,3.0,2.0,2019-05-09,,,,,,Chase Field,,,,
201900547.0,cle,cha,5.0,0.0,2019-05-09,,,,,,Progressive Field,,,,
201900548.0,oak,cin,0.0,3.0,2019-05-09,,,,,,Oakland Coliseum,,,,
201900549.0,chn,mia,4.0,1.0,2019-05-09,,,,,,Wrigley Field,,,,
201900550.0,sln,pit,17.0,4.0,2019-05-09,,,,,,Busch Stadium,,,,
201900551.0,nya,sea,3.0,1.0,2019-05-09,,,,,,Yankee Stadium,,,,
201900552.0,col,sfn,12.0,11.0,2019-05-09,,,,,,Coors Field,,,,
201900553.0,hou,tex,4.0,2.0,2019-05-09,,,,,,Minute Maid Park,,,,
201900554.0,lan,was,0.0,6.0,2019-05-09,,,,,,Dodger Stadium,,,,
201900555.0,bal,ana,3.0,8.0,2019-05-10,,,,,,Oriole Park at Camden Yards,,,,
201900556.0,ari,atl,1.0,2.0,2019-05-10,,,,,,Chase Field,,,,
201900557.0,tor,cha,4.0,3.0,2019-05-10,,,,,,Rogers Centre,,,,
201900558.0,sfn,cin,0.0,7.0,2019-05-10,,,,,,Oracle Park,,,,
201900559.0,oak,cle,4.0,3.0,2019-05-10,,,,,,Oakland Coliseum,,,,
201900560.0,min,det,6.0,0.0,2019-05-10,,,,,,Target Field,,,,
201900561.0,nyn,mia,11.0,2.0,2019-05-10,,,,,,Citi Field,,,,
201900562.0,chn,mil,0.0,7.0,2019-05-10,,,,,,Wrigley Field,,,,
201900563.0,tba,nya,3.0,4.0,2019-05-10,,,,,,Tropicana Field,,,,
201900564.0,kca,phi,5.0,1.0,2019-05-10,,,,,,Kauffman Stadium,,,,
201900565.0,sln,pit,1.0,2.0,2019-05-10,,,,,,Busch Stadium,,,,
201900566.0,col,sdn,12.0,2.0,2019-05-10,,,,,,Coors Field,,,,
201900567.0,bos,sea,14.0,1.0,2019-05-10,,,,,,Fenway Park,,,,
201900568.0,hou,tex,3.0,0.0,2019-05-10,,,,,,Minute Maid Park,,,,
201900569.0,lan,was,5.0,0.0,2019-05-10,,,,,,Dodger Stadium,,,,
201900570.0,bal,ana,2.0,7.0,2019-05-11,,,,,,Oriole Park at Camden Yards,,,,
201900571.0,ari,atl,4.0,6.0,2019-05-11,,,,,,Chase Field,,,,
201900572.0,tor,cha,2.0,7.0,2019-05-11,,,,,,Rogers Centre,,,,
201900573.0,sfn,cin,4.0,5.0,2019-05-11,,,,,,Oracle Park,,,,
201900574.0,oak,cle,3.0,2.0,2019-05-11,,,,,,Oakland Coliseum,,,,
201900575.0,min,det,3.0,5.0,2019-05-11,,,,,,Target Field,,,,
201900576.0,min,det,8.0,3.0,2019-05-11,,,,,,Target Field,,,,
201900577.0,nyn,mia,4.0,1.0,2019-05-11,,,,,,Citi Field,,,,
201900578.0,chn,mil,2.0,1.0,2019-05-11,,,,,,Wrigley Field,,,,
201900579.0,tba,nya,7.0,2.0,2019-05-11,,,,,,Tropicana Field,,,,
201900580.0,kca,phi,0.0,7.0,2019-05-11,,,,,,Kauffman Stadium,,,,
201900581.0,sln,pit,1.0,2.0,2019-05-11,,,,,,Busch Stadium,,,,
201900582.0,col,sdn,3.0,4.0,2019-05-11,,,,,,Coors Field,,,,
201900583.0,bos,sea,9.0,5.0,2019-05-11,,,,,,Fenway Park,,,,
201900584.0,hou,tex,11.0,4.0,2019-05-11,,,,,,Minute Maid Park,,,,
201900585.0,lan,was,2.0,5.0,2019-05-11,,,,,,Dodger Stadium,,,,
201900586.0,bal,ana,5.0,1.0,2019-05-12,,,,,,Oriole Park at Camden Yards,,,,
201900587.0,ari,atl,3.0,5.0,2019-05-12,,,,,,Chase Field,,,,
201900588.0,tor,cha,1.0,5.0,2019-05-12,,,,,,Rogers Centre,,,,
201900589.0,sfn,cin,6.0,5.0,2019-05-12,,,,,,Oracle Park,,,,
201900590.0,oak,cle,3.0,5.0,2019-05-12,,,,,,Oakland Coliseum,,,,
201900591.0,min,det,3.0,5.0,2019-05-12,,,,,,Target Field,,,,
201900592.0,chn,mil,4.0,1.0,2019-05-12,,,,,,Wrigley Field,,,,
201900593.0,tba,nya,1.0,7.0,2019-05-12,,,,,,Tropicana Field,,,,
201900594.0,kca,phi,1.0,6.0,2019-05-12,,,,,,Kauffman Stadium,,,,
201900595.0,sln,pit,6.0,10.0,2019-05-12,,,,,,Busch Stadium,,,,
201900596.0,col,sdn,10.0,7.0,2019-05-12,,,,,,Coors Field,,,,
201900597.0,bos,sea,11.0,2.0,2019-05-12,,,,,,Fenway Park,,,,
201900598.0,hou,tex,15.0,5.0,2019-05-12,,,,,,Minute Maid Park,,,,
201900599.0,lan,was,6.0,0.0,2019-05-12,,,,,,Dodger Stadium,,,,
201900600.0,min,ana,4.0,5.0,2019-05-13,,,,,,Target Field,,,,
201900601.0,cha,cle,5.0,2.0,2019-05-13,,,,,,Guaranteed Rate Field,,,,
201900602.0,det,hou,1.0,8.0,2019-05-13,,,,,,Comerica Park,,,,
201900603.0,phi,mil,7.0,4.0,2019-05-13,,,,,,Citizens Bank Park,,,,
201900604.0,sea,oak,6.0,5.0,2019-05-13,,,,,,T-Mobile Park,,,,
201900605.0,ari,pit,9.0,3.0,2019-05-13,,,,,,Chase Field,,,,
201900606.0,min,ana,4.0,3.0,2019-05-14,,,,,,Target Field,,,,
201900607.0,cin,chn,1.0,3.0,2019-05-14,,,,,,Great American Ball Park,,,,
201900608.0,cha,cle,0.0,9.0,2019-05-14,,,,,,Guaranteed Rate Field,,,,
201900609.0,bos,col,4.0,5.0,2019-05-14,,,,,,Fenway Park,,,,
201900610.0,det,hou,4.0,11.0,2019-05-14,,,,,,Comerica Park,,,,
201900611.0,phi,mil,1.0,6.0,2019-05-14,,,,,,Citizens Bank Park,,,,
201900612.0,was,nyn,2.0,6.0,2019-05-14,,,,,,Nationals Park,,,,
201900613.0,sea,oak,4.0,3.0,2019-05-14,,,,,,T-Mobile Park,,,,
201900614.0,ari,pit,2.0,6.0,2019-05-14,,,,,,Chase Field,,,,
201900615.0,lan,sdn,6.0,3.0,2019-05-14,,,,,,Dodger Stadium,,,,
201900616.0,atl,sln,3.0,14.0,2019-05-14,,,,,,SunTrust Park,,,,
201900617.0,mia,tba,0.0,4.0,2019-05-14,,,,,,Marlins Park,,,,
201900618.0,kca,tex,11.0,5.0,2019-05-14,,,,,,Kauffman Stadium,,,,
201900619.0,sfn,tor,3.0,7.0,2019-05-14,,,,,,Oracle Park,,,,
201900620.0,min,ana,8.0,7.0,2019-05-15,,,,,,Target Field,,,,
201900621.0,nya,bal,5.0,3.0,2019-05-15,,,,,,Yankee Stadium,,,,
201900622.0,nya,bal,3.0,1.0,2019-05-15,,,,,,Yankee Stadium,,,,
201900623.0,cin,chn,6.0,5.0,2019-05-15,,,,,,Great American Ball Park,,,,
201900624.0,bos,col,6.0,5.0,2019-05-15,,,,,,Fenway Park,,,,
201900625.0,det,hou,1.0,5.0,2019-05-15,,,,,,Comerica Park,,,,
201900626.0,phi,mil,2.0,5.0,2019-05-15,,,,,,Citizens Bank Park,,,,
201900627.0,was,nyn,5.0,1.0,2019-05-15,,,,,,Nationals Park,,,,
