ab_id,des,event_num,g_id,player_id,date,BS,CORRECT,team,is_home_team
2015157583,Cincinnati Reds Manager Bryan Price ejected by HP umpire Bill Welke.  ,515,201502082,427406,9/9/15,Y,I,cin,TRUE
2015158815,Baltimore Orioles Manager Buck Showalter ejected by HP umpire Mark Carlson.  ,670,201502098,427469,9/11/15,,,bal,TRUE
2015163985,San Diego Padres Interim Manager Pat Murphy ejected by HP umpire Alfonso Marquez.  ,621,201502163,580268,9/15/15,Y,I,sdn,FALSE
2015164249,Los Angeles Angels pitcher Jered Weaver ejected by HP umpire Brian O'Nora.  ,298,201502167,450308,9/16/15,,,laa,FALSE
2015166999,Texas Rangers Manager Jeff Banister ejected by 3B umpire Chris Guccione.  ,136,201502203,110529,9/18/15,,,tex,TRUE
2015167123,St.   Louis Cardinals pitcher Matt Belisle ejected by HP umpire Dan Bellino.  ,593,201502204,279571,9/18/15,,,stl,FALSE
2015167123,St.   Louis Cardinals Manager Mike Matheny ejected by HP umpire Dan Bellino.  ,595,201502204,118414,9/18/15,,,stl,FALSE
2015168383,Chicago Cubs pitcher Hector Rondon ejected by HP umpire Bruce Dreckman.  ,616,201502220,444468,9/19/15,,,chn,TRUE
2015168383,Chicago Cubs Manager Joe Maddon ejected by HP umpire Bruce Dreckman.  ,618,201502220,427309,9/19/15,,,chn,TRUE
2015169025,New York Yankees Manager Joe Girardi ejected by 3B umpire John Hirschbeck.  ,100,201502229,114833,9/20/15,,,nya,FALSE
2015170336,Los Angeles Angels pitcher Hector Santiago ejected by HP umpire Chris Conroy.  ,336,201502246,502327,9/22/15,Y,I,laa,FALSE
2015171706,Washington Nationals pitcher Jonathan Papelbon ejected by HP umpire Mark Ripperger.  ,570,201502264,449097,9/23/15,,,was,TRUE
2015171920,Minnesota Twins pitcher Glen Perkins ejected by HP umpire Dan Bellino.  ,540,201502267,450282,9/23/15,Y,C,min,TRUE
2015171921,Minnesota Twins pitcher Glen Perkins ejected by HP umpire Dan Bellino.  ,542,201502267,450282,9/23/15,,,min,TRUE
2015171922,Minnesota Twins pitcher Glen Perkins ejected by HP umpire Dan Bellino.  ,544,201502267,450282,9/23/15,,,min,TRUE
2015172477,Boston Red Sox pitcher Jean Machi ejected by HP umpire Bill Welke.  ,615,201502274,466948,9/23/15,,,bos,TRUE
2015179410,New York Mets pitcher Hansel Robles ejected by HP umpire Bob Davidson.  ,530,201502366,570663,9/30/15,,,nyn,FALSE
2015179410,New York Mets Manager Terry Collins ejected by HP umpire Bob Davidson.  ,534,201502366,492632,9/30/15,,,nyn,FALSE
2016001663,Texas Rangers pitcher Tom Wilhelmsen ejected by HP umpire Marvin Hudson.  ,540,201600022,452666,4/5/16,,,tex,TRUE
2016003856,Los Angeles Dodgers Manager Dave Roberts ejected by HP umpire Jeff Kellogg.  ,476,201600051,150353,4/8/16,Y,C,lan,FALSE
2016005064,Detroit Tigers Manager Brad Ausmus ejected by HP umpire Paul Emmel.  ,358,201600067,110385,4/9/16,Y,C,det,TRUE
2016005976,Minnesota Twins right fielder Miguel Sano ejected by HP umpire John Hirschbeck.  ,405,201600079,593934,4/10/16,Y,I,min,FALSE
2016013026,Detroit Tigers left fielder Justin Upton ejected by HP umpire Rob Drake.  ,487,201600173,457708,4/17/16,Y,C,det,FALSE
2016014929,San Diego Padres Manager Andy Green ejected by HP umpire Mark Carlson.  ,207,201600199,433477,4/19/16,,,sdn,TRUE
2016017328,Baltimore Orioles catcher Matt Wieters ejected by HP umpire Dan Bellino.  ,373,201600230,446308,4/21/16,,,bal,TRUE
2016017812,Miami Marlins Manager Don Mattingly ejected by HP umpire Brian Gorman.  ,243,201600237,118443,4/22/16,Y,C,mia,FALSE
2016020664,Arizona Diamondbacks shortstop Nick Ahmed ejected by HP umpire Marvin Hudson.  ,982,201600272,605113,4/24/16,Y,I,azn,FALSE
2016020817,San Diego Padres left fielder Melvin Upton ejected by HP umpire Sean Barber.  ,553,201600274,425834,4/24/16,Y,C,sdn,TRUE
2016021741,Colorado Rockies Manager Walt Weiss ejected by HP umpire Lance Barrett.  ,258,201600287,124054,4/25/16,Y,I,col,TRUE
2016021756,Colorado Rockies left fielder Ryan Raburn ejected by HP umpire Lance Barrett.  ,373,201600287,430605,4/25/16,Y,I,col,TRUE
2016023266,Toronto Blue Jays Manager John Gibbons ejected by HP umpire John Tumpane.  ,432,201600307,114744,4/27/16,,,tor,TRUE
2016023650,Miami Marlins pitcher David Phelps ejected by HP umpire Todd Tichenor.  ,528,201600312,475479,4/27/16,Y,C,mia,FALSE
2016023650,Miami Marlins Manager Don Mattingly ejected by HP umpire Todd Tichenor.  ,530,201600312,118443,4/27/16,Y,C,mia,FALSE
2016025668,Tampa Bay Rays Manager Kevin Cash ejected by HP umpire Mark Ripperger.  ,256,201600339,408211,4/29/16,Y,C,tba,TRUE
2016025879,Chicago White Sox Manager Robin Ventura ejected by 1B umpire Gerry Davis.  ,189,201600342,123697,4/30/16,,,cha,FALSE
2016028320,Minnesota Twins catcher John Ryan Murphy ejected by HP umpire Jerry Layne.  ,363,201600374,571974,5/2/16,Y,I,min,FALSE
2016030472,Minnesota Twins pitcher Ryan Pressly ejected by HP umpire Scott Barry.  ,676,201600403,519151,5/4/16,Y,C,min,FALSE
2016030472,Minnesota Twins Manager Paul Molitor ejected by HP umpire Scott Barry.  ,678,201600403,119236,5/4/16,Y,C,min,FALSE
2016030918,Kansas City Royals first baseman Eric Hosmer ejected by HP umpire CB Bucknor.  ,509,201600409,543333,5/4/16,Y,I,kca,TRUE
2016031358,New York Yankees Manager Joe Girardi ejected by 3B umpire Chris Guccione.  ,184,201600415,114833,5/5/16,,,nya,FALSE
2016031711,Chicago Cubs center fielder Dexter Fowler ejected by HP umpire Vic Carapazza.  ,159,201600420,451594,5/5/16,Y,C,chn,TRUE
2016031793,Atlanta Braves catcher A.  J.   Pierzynski ejected by HP umpire Cory Blaser.  ,286,201600421,150229,5/6/16,Y,I,atl,TRUE
2016031905,Boston Red Sox Manager John Farrell ejected by HP umpire Ron Kulpa.  ,597,201600422,114023,5/6/16,Y,I,bos,FALSE
2016031906,Boston Red Sox designated hitter David Ortiz ejected by HP umpire Ron Kulpa.  ,602,201600422,120074,5/6/16,Y,I,bos,FALSE
2016032271,Chicago White Sox Manager Robin Ventura ejected by 1B umpire Bill Miller.  ,597,201600427,123697,5/6/16,,,cha,TRUE
2016033784,Houston Astros Manager AJ Hinch ejected by HP umpire Ben May.  ,504,201600447,134460,5/7/16,Y,I,hou,TRUE
2016033794,Houston Astros center fielder Carlos Gomez ejected by 1B umpire Jeff Nelson.  ,597,201600447,460576,5/7/16,Y,C,hou,TRUE
2016035333,Chicago White Sox left fielder Melky Cabrera ejected by HP umpire Laz Diaz.  ,297,201600467,466320,5/9/16,Y,I,cha,FALSE
2016035360,Texas Rangers Manager Jeff Banister ejected by HP umpire Laz Diaz.  ,527,201600467,110529,5/9/16,Y,I,tex,TRUE
2016035537,Washington Nationals right fielder Bryce Harper ejected by HP umpire Brian Knight.  ,569,201600469,547180,5/9/16,Y,C,was,TRUE
2016038000,Pittsburgh Pirates left fielder Starling Marte ejected by 2B umpire Alan Porter.  ,326,201600501,516782,5/11/16,,,pit,FALSE
2016038000,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire Jeff Kellogg.  ,328,201600501,116346,5/11/16,,,pit,FALSE
2016038024,Cincinnati Reds pitcher Ross Ohlendorf ejected by HP umpire Jeff Kellogg.  ,537,201600501,456027,5/11/16,,,cin,TRUE
2016038024,Cincinnati Reds Manager Bryan Price ejected by HP umpire Jeff Kellogg.  ,539,201600501,427406,5/11/16,,,cin,TRUE
2016040917,New York Mets Manager Terry Collins ejected by HP umpire Carlos Torres.  ,245,201600539,492632,5/14/16,,,nyn,FALSE
2016041062,Pittsburgh Pirates Pitching Coach Ray Searage ejected by HP umpire Brian Knight.  ,242,201600541,121956,5/14/16,Y,C,pit,FALSE
2016041947,Boston Red Sox left fielder Brock Holt ejected by HP umpire Joe West.  ,613,201600551,571788,5/15/16,Y,C,bos,TRUE
2016042556,Toronto Blue Jays First Base Coach Tim Leiper ejected by 1B umpire Dale Scott.  ,136,201600560,492502,5/15/16,,,tor,FALSE
2016042560,Toronto Blue Jays Manager John Gibbons ejected by HP umpire Dan Iassogna.  ,182,201600560,114744,5/15/16,Y,I,tor,FALSE
2016042610,Toronto Blue Jays right fielder Jose Bautista ejected by 1B umpire Dale Scott.  ,610,201600560,430832,5/15/16,,,tor,FALSE
2016042610,Toronto Blue Jays third baseman Josh Donaldson ejected by 1B umpire Dale Scott.  ,612,201600560,518626,5/15/16,,,tor,FALSE
2016042610,Texas Rangers second baseman Rougned Odor ejected by 1B umpire Dale Scott.  ,614,201600560,596059,5/15/16,,,tex,TRUE
2016042610,Texas Rangers Bench Coach Steve Buechele ejected by 1B umpire Dale Scott.  ,616,201600560,111668,5/15/16,,,tex,TRUE
2016042611,Toronto Blue Jays Bench Coach DeMarlo Hale ejected by HP umpire Dan Iassogna.  ,626,201600560,427204,5/15/16,,,tor,FALSE
2016042611,Toronto Blue Jays pitcher Jesse Chavez ejected by HP umpire Dan Iassogna.  ,628,201600560,445926,5/15/16,,,tor,FALSE
2016042994,Detroit Tigers Manager Brad Ausmus ejected by HP umpire Doug Eddings.  ,401,201600565,110385,5/16/16,Y,I,det,TRUE
2016043150,Toronto Blue Jays Manager John Gibbons ejected by HP umpire Mike Winters.  ,343,201600567,114744,5/16/16,Y,C,tor,TRUE
2016043466,Boston Red Sox Manager John Farrell ejected by HP umpire Bill Miller.  ,456,201600571,114023,5/17/16,Y,C,bos,FALSE
2016046612,Los Angeles Angels pitcher Hector Santiago ejected by HP umpire John Tumpane.  ,191,201600613,502327,5/20/16,Y,C,laa,FALSE
2016046967,Chicago White Sox right fielder Adam Eaton ejected by HP umpire Hunter Wendelstedt.  ,600,201600617,594809,5/20/16,Y,C,cha,TRUE
2016046968,Chicago White Sox right fielder Adam Eaton ejected by HP umpire Hunter Wendelstedt.  ,602,201600617,594809,5/20/16,,,cha,TRUE
2016047795,Los Angeles Angels third baseman Yunel Escobar ejected by HP umpire Dale Scott.  ,572,201600628,488862,5/21/16,Y,I,laa,FALSE
2016048231,New York Mets Hitting Coach Kevin Long ejected by HP umpire Adrian Johnson.  ,391,201600634,438989,5/21/16,Y,C,nyn,TRUE
2016048543,Toronto Blue Jays third baseman Josh Donaldson ejected by HP umpire Toby Basner.  ,19,201600639,518626,5/21/16,Y,C,tor,FALSE
2016049657,Toronto Blue Jays Manager John Gibbons ejected by 1B umpire Joe West.  ,259,201600653,114744,5/22/16,,,tor,FALSE
2016050786,Pittsburgh Pirates pitcher Arquimedes Caminero ejected by HP umpire Larry Vanover.  ,669,201600668,491708,5/24/16,,,pit,TRUE
2016050786,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire Larry Vanover.  ,671,201600668,116346,5/24/16,,,pit,TRUE
2016050841,Houston Astros left fielder Colby Rasmus ejected by HP umpire Dana DeMuth.  ,386,201600669,458675,5/24/16,Y,I,hou,TRUE
2016052624,Washington Nationals Hitting Coach Rick Schu ejected by HP umpire D.  J.   Reyburn.  ,279,201600692,121872,5/25/16,Y,C,was,TRUE
2016054909,Cincinnati Reds pitcher Alfredo Simon ejected by HP umpire James Hoye.  ,301,201600722,430580,5/28/16,,,cin,FALSE
2016055072,Los Angeles Angels third baseman Yunel Escobar ejected by HP umpire Vic Carapazza.  ,350,201600724,488862,5/28/16,Y,C,laa,FALSE
2016055113,New York Mets pitcher Noah Syndergaard ejected by HP umpire Adam Hamari.  ,135,201600725,592789,5/28/16,,,nyn,TRUE
2016055113,New York Mets Manager Terry Collins ejected by HP umpire Adam Hamari.  ,137,201600725,492632,5/28/16,,,nyn,TRUE
2016057893,Cleveland Indians Manager Terry Francona ejected by HP umpire Manny Gonzalez.  ,189,201600762,114378,5/30/16,,,cle,TRUE
2016063585,Chicago Cubs Manager Joe Maddon ejected by 1B umpire Tripp Gibson III.  ,443,201600836,427309,6/5/16,,,chn,TRUE
2016064350,Tampa Bay Rays Hitting Coach Derek Shelton ejected by HP umpire Will Little.  ,160,201600847,486359,6/5/16,Y,C,tba,FALSE
2016065777,Kansas City Royals pitcher Yordano Ventura ejected by 2B umpire Fieldin Culbreth.  ,362,201600866,570649,6/7/16,,,kca,FALSE
2016065777,Baltimore Orioles third baseman Manny Machado ejected by 2B umpire Fieldin Culbreth.  ,364,201600866,592518,6/7/16,,,bal,TRUE
2016066203,Arizona Diamondbacks Manager Chip Hale ejected by HP umpire Mark Ripperger.  ,194,201600872,115330,6/7/16,,,azn,FALSE
2016067119,Pittsburgh Pirates right fielder Matt Joyce ejected by HP umpire Alan Porter.  ,491,201600884,459964,6/8/16,Y,C,pit,TRUE
2016068738,Kansas City Royals Hitting Coach Dale Sveum ejected by 1B umpire Chris Guccione.  ,526,201600905,123011,6/10/16,,,kca,FALSE
2016071115,Los Angeles Dodgers third baseman Justin Turner ejected by HP umpire Mike Muchlinski.  ,482,201600936,457759,6/12/16,Y,C,lan,FALSE
2016071922,Chicago White Sox Manager Robin Ventura ejected by HP umpire Mark Carlson.  ,599,201600947,123697,6/13/16,Y,C,cha,TRUE
2016073472,Tampa Bay Rays pitcher Jake Odorizzi ejected by HP umpire Jerry Meals.  ,409,201600967,543606,6/14/16,Y,I,tba,TRUE
2016073751,Washington Nationals third baseman Anthony Rendon ejected by HP umpire Bob Davidson.  ,742,201600970,543685,6/15/16,Y,C,was,TRUE
2016076915,Atlanta Braves Bench Coach Terry Pendleton ejected by HP umpire Marty Foster.  ,289,201601011,120381,6/18/16,,,atl,FALSE
2016078375,Detroit Tigers center fielder Cameron Maybin ejected by HP umpire Gabe Morales.  ,544,201601030,457727,6/19/16,Y,C,det,FALSE
2016082295,Atlanta Braves Interim Manager Brian Snitker ejected by HP umpire Jordan Baker.  ,475,201601082,492535,6/23/16,,,atl,TRUE
2016083537,Cincinnati Reds Manager Bryan Price ejected by HP umpire Toby Basner.  ,220,201601098,427406,6/24/16,Y,C,cin,TRUE
2016083781,Chicago White Sox Pitching Coach Don Cooper ejected by 1B umpire Angel Hernandez.  ,383,201601101,112653,6/24/16,,,cha,TRUE
2016083807,Toronto Blue Jays Manager John Gibbons ejected by 3B umpire Ted Barrett.  ,611,201601101,114744,6/24/16,,,tor,FALSE
2016084716,Cincinnati Reds center fielder Tyler Holt ejected by HP umpire Tom Hallion.  ,503,201601113,534627,6/25/16,,,cin,TRUE
2016085547,Pittsburgh Pirates center fielder Andrew McCutchen ejected by HP umpire Chris Conroy.  ,477,201601124,457705,6/26/16,Y,I,pit,TRUE
2016085988,Seattle Mariners Manager Scott Servais ejected by HP umpire Carlos Torres.  ,475,201601130,122011,6/26/16,,,sea,TRUE
2016087473,Atlanta Braves left fielder Jeff Francoeur ejected by 1B umpire Hunter Wendelstedt.  ,557,201601148,425796,6/28/16,,,atl,TRUE
2016088066,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire Ben May.  ,240,201601156,116346,6/28/16,Y,C,pit,FALSE
2016088066,Pittsburgh Pirates Hitting Coach Jeff Branson ejected by HP umpire Ben May.  ,242,201601156,111394,6/28/16,Y,C,pit,FALSE
2016088138,Kansas City Royals pitcher Edinson Volquez ejected by HP umpire Tim Timmons.  ,259,201601157,450172,6/28/16,,,kca,TRUE
2016088395,San Diego Padres Manager Andy Green ejected by 1B umpire Bill Miller.  ,283,201601160,433477,6/29/16,,,sdn,TRUE
2016088893,Los Angeles Dodgers first baseman Adrian Gonzalez ejected by 3B umpire Dan Bellino.  ,241,201601166,408236,6/29/16,,,lan,FALSE
2016089990,St.   Louis Cardinals Manager Mike Matheny ejected by HP umpire Mike Everitt.  ,384,201601180,118414,6/30/16,,,stl,FALSE
2016090180,Atlanta Braves catcher Tyler Flowers ejected by HP umpire Larry Vanover.  ,726,201601182,452095,6/30/16,Y,IC,atl,TRUE
2016090821,Toronto Blue Jays designated hitter Edwin Encarnacion ejected by HP umpire Vic Carapazza.  ,51,201601191,429665,7/1/16,Y,I,tor,TRUE
2016090821,Toronto Blue Jays Manager John Gibbons ejected by HP umpire Vic Carapazza.  ,53,201601191,114744,7/1/16,Y,I,tor,TRUE
2016090914,Toronto Blue Jays catcher Russell Martin ejected by HP umpire Vic Carapazza.  ,801,201601191,431145,7/1/16,Y,C,tor,TRUE
2016092717,Arizona Diamondbacks Manager Chip Hale ejected by HP umpire Brian Knight.  ,383,201601214,115330,7/2/16,Y,I,azn,FALSE
2016093036,Houston Astros Manager AJ Hinch ejected by HP umpire Ryan Blakney.  ,428,201601218,134460,7/3/16,,,hou,TRUE
2016093821,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire Sam Holbrook.  ,452,201601228,116346,7/3/16,Y,C,pit,FALSE
2016095384,Chicago Cubs Manager Joe Maddon ejected by HP umpire Jerry Meals.  ,171,201601249,427309,7/5/16,Y,I,chn,TRUE
2016095578,Detroit Tigers first baseman Miguel Cabrera ejected by 1B umpire Tim Timmons.  ,377,201601251,408234,7/5/16,,,det,FALSE
2016096559,Los Angeles Dodgers Manager Dave Roberts ejected by HP umpire Pat Hoberg.  ,1035,201601263,150353,7/6/16,Y,C,lan,TRUE
2016097886,Oakland Athletics center fielder Coco Crisp ejected by HP umpire D.  J.   Reyburn.  ,261,201601281,424825,7/7/16,Y,I,oak,FALSE
2016098394,San Francisco Giants Manager Bruce Bochy ejected by HP umpire Quinn Wolcott.  ,129,201601288,111136,7/8/16,,,sfn,TRUE
2016098425,Arizona Diamondbacks Manager Chip Hale ejected by HP umpire Quinn Wolcott.  ,381,201601288,115330,7/8/16,Y,C,azn,FALSE
2016100633,Los Angeles Angels third baseman Yunel Escobar ejected by HP umpire Tim Timmons.  ,469,201601317,488862,7/10/16,,,laa,FALSE
2016102664,San Francisco Giants first baseman Brandon Belt ejected by HP umpire Mike Estabrook.  ,511,201601344,474832,7/15/16,Y,C,sfn,FALSE
2016102664,San Francisco Giants Manager Bruce Bochy ejected by HP umpire Mike Estabrook.  ,513,201601344,111136,7/15/16,Y,C,sfn,FALSE
2016102773,Oakland Athletics first baseman Yonder Alonso ejected by HP umpire Mark Wegner.  ,331,201601346,475174,7/15/16,Y,C,oak,TRUE
2016102773,Oakland Athletics Manager Bob Melvin ejected by HP umpire Mark Wegner.  ,333,201601346,118942,7/15/16,Y,C,oak,TRUE
2016103514,Cincinnati Reds Manager Bryan Price ejected by HP umpire Quinn Wolcott.  ,221,201601356,427406,7/16/16,,,cin,TRUE
2016105953,Atlanta Braves Interim Manager Brian Snitker ejected by 1B umpire Angel Hernandez.  ,631,201601388,492535,7/19/16,,,atl,FALSE
2016107461,Pittsburgh Pirates Manager Clint Hurdle ejected by HP umpire Sam Holbrook.  ,21,201601409,116346,7/20/16,,,pit,TRUE
2016107921,Colorado Rockies Hitting Coach Blake Doyle ejected by HP umpire Paul Emmel.  ,83,201601415,475733,7/20/16,Y,C,col,TRUE
2016108221,Atlanta Braves catcher A.  J.   Pierzynski ejected by HP umpire Mike Winters.  ,526,201601418,150229,7/21/16,,,atl,FALSE
2016113370,San Francisco Giants left fielder Angel Pagan ejected by HP umpire Joe West.  ,617,201601486,434636,7/26/16,Y,I,sfn,TRUE
2016114911,Philadelphia Phillies Bench Coach Larry Bowa ejected by HP umpire Pat Hoberg.  ,231,201601507,111281,7/27/16,Y,I,phi,FALSE
2016117579,New York Mets Manager Terry Collins ejected by 1B umpire Jeff Kellogg.  ,596,201601542,492632,7/30/16,,,nyn,TRUE
2016117977,Pittsburgh Pirates first baseman David Freese ejected by HP umpire Marty Foster.  ,307,201601548,501896,7/30/16,Y,C,pit,FALSE
2016118447,Boston Red Sox Manager John Farrell ejected by HP umpire Gabe Morales.  ,303,201601554,114023,7/31/16,Y,C,bos,FALSE
2016121639,Cleveland Indians Manager Terry Francona ejected by HP umpire Manny Gonzalez.  ,259,201601596,114378,8/3/16,,,cle,TRUE
2016121639,Cleveland Indians Pitching Coach Mickey Callaway ejected by HP umpire Manny Gonzalez.  ,264,201601596,209068,8/3/16,,,cle,TRUE
2016121655,Cleveland Indians pitcher Corey Kluber ejected by 1B umpire Jim Reynolds.  ,396,201601596,446372,8/3/16,,,cle,TRUE
2016122837,Oakland Athletics designated hitter Khris Davis ejected by HP umpire Eric Cooper.  ,527,201601611,501981,8/4/16,Y,I,oak,FALSE
2016123558,Oakland Athletics third baseman Danny Valencia ejected by HP umpire Mike Estabrook.  ,412,201601621,502143,8/5/16,Y,C,oak,TRUE
2016125405,Houston Astros second baseman Jose Altuve ejected by HP umpire Alan Porter.  ,519,201601645,514888,8/6/16,Y,I,hou,TRUE
2016125999,Cleveland Indians designated hitter Mike Napoli ejected by HP umpire Lance Barrett.  ,467,201601653,435063,8/7/16,Y,I,cle,FALSE
2016128802,Chicago White Sox Pitching Coach Don Cooper ejected by HP umpire Pat Hoberg.  ,33,201601690,112653,8/10/16,Y,C,cha,FALSE
2016129476,Miami Marlins Hitting Coach Barry Bonds ejected by HP umpire Cory Blaser.  ,406,201601698,111188,8/10/16,Y,I,mia,TRUE
2016130896,Milwaukee Brewers Manager Craig Counsell ejected by HP umpire Bill Miller.  ,554,201601716,112736,8/12/16,Y,C,mil,TRUE
2016132078,Colorado Rockies pitcher Tyler Anderson ejected by HP umpire Eric Cooper.  ,232,201601732,542881,8/13/16,,,col,FALSE
2016132078,Colorado Rockies Manager Walt Weiss ejected by HP umpire Eric Cooper.  ,238,201601732,124054,8/13/16,,,col,FALSE
2016132264,Houston Astros left fielder Marwin Gonzalez ejected by HP umpire Doug Eddings.  ,514,201601734,503556,8/13/16,Y,I,hou,FALSE
2016132796,Los Angeles Angels designated hitter Albert Pujols ejected by HP umpire Clint Fagan.  ,520,201601741,405395,8/14/16,Y,C,laa,FALSE
2016134021,Detroit Tigers right fielder Tyler Collins ejected by HP umpire Dan Iassogna.  ,507,201601757,607385,8/15/16,Y,I,det,TRUE
2016134052,Miami Marlins Manager Don Mattingly ejected by HP umpire Bill Welke.  ,171,201601758,118443,8/15/16,,,mia,FALSE
2016135010,Miami Marlins Assistant Hitting Coach Frank Menechino ejected by HP umpire D.  J.   Reyburn.  ,542,201601770,236427,8/16/16,Y,C,mia,FALSE
2016137119,Boston Red Sox Third Base Coach Brian Butterfield ejected by HP umpire Scott Barry.  ,113,201601798,427047,8/18/16,Y,C,bos,FALSE
2016137560,Kansas City Royals Hitting Coach Dale Sveum ejected by HP umpire Todd Tichenor.  ,38,201601804,123011,8/18/16,,,kca,TRUE
2016146266,Detroit Tigers designated hitter Victor Martinez ejected by HP umpire Mike Everitt.  ,228,201601918,400121,8/27/16,Y,C,det,TRUE
2016146281,Detroit Tigers Hitting Coach Wally Joyner ejected by HP umpire Mike Everitt.  ,358,201601918,116780,8/27/16,Y,I,det,TRUE
2016146281,Detroit Tigers Manager Brad Ausmus ejected by HP umpire Mike Everitt.  ,361,201601918,110385,8/27/16,Y,I,det,TRUE
2016146288,Detroit Tigers right fielder J.   Martinez ejected by HP umpire Mike Everitt.  ,425,201601918,502110,8/27/16,Y,C,det,TRUE
2016146775,Washington Nationals right fielder Bryce Harper ejected by HP umpire Mike Winters.  ,765,201601924,547180,8/27/16,Y,C,was,TRUE
2016148938,New York Yankees Manager Joe Girardi ejected by HP umpire Brian O'Nora.  ,537,201601953,114833,8/29/16,Y,C,nya,FALSE
2016151456,Seattle Mariners pitcher Arquimedes Caminero ejected by HP umpire Todd Tichenor.  ,527,201601986,491708,8/31/16,,,sea,FALSE
2016152227,Arizona Diamondbacks Hitting Coach Dave Magadan ejected by HP umpire Bill Miller.  ,716,201601996,118132,9/2/16,,,azn,FALSE
2016152717,Miami Marlins First Base Coach Perry Hill ejected by 1B umpire Mark Ripperger.  ,579,201602002,427228,9/2/16,,,mia,FALSE
2016155036,Cleveland Indians Manager Terry Francona ejected by HP umpire Joe West.  ,697,201602032,114378,9/4/16,,,cle,TRUE
2016155059,Milwaukee Brewers Manager Craig Counsell ejected by 2B umpire Brian Gorman.  ,155,201602033,112736,9/4/16,,,mil,FALSE
2016155469,Toronto Blue Jays Manager John Gibbons ejected by HP umpire Pat Hoberg.  ,289,201602038,114744,9/4/16,Y,C,tor,FALSE
2016159212,Houston Astros Manager AJ Hinch ejected by HP umpire Jim Joyce.  ,239,201602087,134460,9/8/16,,,hou,FALSE
2016160565,Arizona Diamondbacks catcher Welington Castillo ejected by HP umpire Dale Scott.  ,992,201602104,456078,9/9/16,Y,C,azn,FALSE
2016161393,Milwaukee Brewers first baseman Hernan Perez ejected by HP umpire Carlos Torres.  ,428,201602115,541650,9/10/16,Y,I,mil,FALSE
2016161863,Los Angeles Angels Manager Mike Scioscia ejected by HP umpire Mike Winters.  ,708,201602121,121919,9/10/16,Y,I,laa,FALSE
2016162023,Toronto Blue Jays Manager John Gibbons ejected by 1B umpire Jim Joyce.  ,742,201602123,114744,9/11/16,,,tor,TRUE
2016162135,Pittsburgh Pirates left fielder Gregory Polanco ejected by HP umpire Pat Hoberg.  ,260,201602125,570256,9/11/16,Y,C,pit,TRUE
2016163103,Chicago Cubs Manager Joe Maddon ejected by HP umpire Joe West.  ,472,201602138,427309,9/12/16,,,chn,FALSE
2016164567,Miami Marlins Bench Coach Tim Wallach ejected by HP umpire Ramon De Jesus.  ,526,201602157,123865,9/13/16,Y,C,mia,FALSE
2016164929,Pittsburgh Pirates Manager Clint Hurdle ejected by 1B umpire Alan Porter.  ,341,201602162,116346,9/13/16,,,pit,FALSE
2016165666,Atlanta Braves pitcher Jose Ramirez ejected by HP umpire Marvin Hudson.  ,408,201602172,542432,9/14/16,,,atl,TRUE
2016167917,Cincinnati Reds Manager Bryan Price ejected by HP umpire Gerry Davis.  ,706,201602201,427406,9/16/16,,,cin,TRUE
2016169657,Detroit Tigers second baseman Ian Kinsler ejected by HP umpire Jordan Baker.  ,388,201602224,435079,9/18/16,,,det,FALSE
2016169828,Los Angeles Dodgers center fielder Joc Pederson ejected by HP umpire Ryan Blakney.  ,583,201602226,592626,9/18/16,Y,C,lan,FALSE
2016169895,Miami Marlins third baseman Martin Prado ejected by HP umpire Dale Scott.  ,213,201602227,445988,9/18/16,Y,C,mia,FALSE
2016170701,Texas Rangers first baseman Mitch Moreland ejected by HP umpire Kerwin Danley.  ,227,201602238,519048,9/19/16,Y,I,tex,TRUE
2016170711,Texas Rangers Manager Jeff Banister ejected by 2B umpire Joe West.  ,307,201602238,110529,9/19/16,,,tex,TRUE
2016171005,Kansas City Royals shortstop Alcides Escobar ejected by HP umpire Toby Basner.  ,359,201602242,444876,9/19/16,Y,C,kca,TRUE
2016171005,Kansas City Royals Manager Ned Yost III ejected by HP umpire Toby Basner.  ,361,201602242,124681,9/19/16,Y,C,kca,TRUE
2016171361,Toronto Blue Jays third baseman Josh Donaldson ejected by HP umpire Chris Conroy.  ,388,201602247,518626,9/19/16,Y,I,tor,FALSE
2016171529,Los Angeles Angels Manager Mike Scioscia ejected by HP umpire Pat Hoberg.  ,640,201602249,121919,9/20/16,,,laa,FALSE
2016171529,Los Angeles Angels pitcher Brett Oberholtzer ejected by HP umpire Pat Hoberg.  ,642,201602249,519085,9/20/16,,,laa,FALSE
2016172044,Oakland Athletics right fielder Danny Valencia ejected by HP umpire Marty Foster.  ,521,201602256,502143,9/20/16,Y,I,oak,TRUE
2016173284,Milwaukee Brewers Manager Craig Counsell ejected by HP umpire Jerry Layne.  ,243,201602273,112736,9/21/16,,,mil,TRUE
2016173925,Colorado Rockies Manager Walt Weiss ejected by HP umpire Alfonso Marquez.  ,535,201602281,124054,9/22/16,Y,I,col,FALSE
2016173925,Colorado Rockies third baseman Nolan Arenado ejected by HP umpire Alfonso Marquez.  ,537,201602281,571448,9/22/16,Y,I,col,FALSE
